13,-265.128296
26,-254.316605
38,-261.900909
51,-263.030487
63,-254.962067
76,-254.800705
88,-257.866699
101,-274.003540
113,-281.265106
126,-278.683228
138,-285.944794
151,-274.326294
163,-268.355652
176,-273.519440
188,-273.519440
201,-264.160065
213,-273.358063
226,-275.939972
238,-263.353241
251,-262.385010
263,-260.771332
276,-263.514587
288,-276.101318
301,-284.008392
313,-286.267548
326,-258.834900
338,-258.350800
351,-262.546387
363,-264.805542
376,-274.810394
388,-269.646606
401,-286.913025
413,-291.915436
426,-277.230896
438,-277.230896
451,-261.416809
463,-265.451019
476,-269.646606
488,-262.062286
501,-257.382599
513,-260.609955
526,-263.675964
538,-259.157654
551,-267.871552
563,-277.876373
576,-268.032898
588,-253.348389
601,-265.289642
613,-267.871552
626,-276.262695
638,-270.614807
651,-258.512177
663,-273.680817
676,-285.783447
688,-285.783447
701,-278.199127
713,-274.164917
726,-291.915436
738,-283.362915
751,-273.680817
763,-276.908173
776,-273.842163
788,-271.583008
801,-270.292084
813,-269.646606
826,-247.700500
838,-248.184601
851,-257.705322
863,-269.485229
876,-273.035339
888,-257.221222
901,-262.707764
913,-262.707764
926,-260.771332
938,-261.739532
951,-266.580597
963,-254.962067
976,-253.348389
988,-264.160065
1001,-265.289642
1013,-267.548798
1026,-268.032898
1038,-269.323853
1051,-268.032898
1063,-252.218811
1076,-254.962067
1088,-257.543976
1101,-244.795868
1113,-259.319031
1126,-264.321442
1138,-266.257874
1151,-261.739532
1163,-261.739532
1176,-270.130707
1188,-275.617218
1201,-270.453430
1213,-273.680817
1226,-254.962067
1238,-248.184601
1251,-265.128296
1263,-271.260284
1276,-260.448608
1288,-264.966919
1301,-266.741974
1313,-281.910583
1326,-282.071960
1338,-275.939972
1351,-251.573334
1363,-260.125854
1376,-260.448608
1388,-263.191864
1401,-272.067108
1413,-272.067108
1426,-272.389862
1438,-269.162506
1451,-267.710175
1463,-265.935120
1476,-280.458282
1488,-286.428925
1501,-276.908173
1513,-269.807953
1526,-258.834900
1538,-258.673553
1551,-279.005951
1563,-270.292084
1576,-272.389862
1588,-279.651428
1601,-271.421661
1613,-263.998688
1626,-249.152817
1638,-248.507339
1651,-257.059875
1663,-257.059875
1676,-243.827652
1688,-267.710175
1701,-275.455872
1713,-256.898499
1726,-274.003540
1738,-274.326294
1751,-274.487640
1763,-282.394714
1776,-279.974182
1788,-286.751648
1801,-282.071960
1813,-271.421661
1826,-286.913025
1838,-269.969330
1851,-260.932709
1863,-254.800705
1876,-243.827652
1888,-245.764069
1901,-245.764069
1913,-257.382599
1926,-265.773743
1938,-239.309341
1951,-243.182175
1963,-264.805542
1976,-266.580597
1988,-262.546387
2001,-255.284805
2013,-261.739532
2026,-273.680817
2038,-268.194275
2051,-260.287231
2063,-257.543976
2076,-247.539124
2088,-249.636917
2101,-261.416809
2113,-257.382599
2126,-257.059875
2138,-257.059875
2151,-274.164917
2163,-257.705322
2176,-255.930283
2188,-263.998688
2201,-264.966919
2213,-260.448608
2226,-256.414398
2238,-253.509750
2251,-256.253021
2263,-257.059875
2276,-253.348389
2288,-251.573334
2301,-269.001129
2313,-263.675964
2326,-264.321442
2338,-264.321442
2351,-255.284805
2363,-245.441330
2376,-259.157654
2388,-259.157654
2401,-260.287231
2413,-257.866699
2426,-248.023224
2438,-250.927856
2451,-258.028076
2463,-254.477966
2476,-264.805542
2488,-270.614807
2501,-261.739532
2513,-255.930283
2526,-267.710175
2538,-267.387451
2551,-259.803131
2563,-255.930283
2576,-258.996277
2588,-261.416809
2601,-259.319031
2613,-258.673553
2626,-276.424072
2638,-276.424072
2651,-273.519440
2663,-260.609955
2676,-255.607544
2688,-267.226074
2701,-258.350800
2713,-256.737122
2726,-253.187027
2738,-277.392273
2751,-266.257874
2763,-253.025650
2776,-252.057434
2788,-260.448608
2801,-271.098907
2813,-259.641754
2826,-269.485229
2838,-271.744385
2851,-263.837341
2863,-260.771332
2876,-260.771332
2888,-251.734711
2901,-245.279968
2913,-264.805542
2926,-282.556061
2938,-259.157654
2951,-251.411972
2963,-267.871552
2976,-282.233337
2988,-286.106171
3001,-279.167328
3013,-269.001129
3026,-267.226074
3038,-251.896072
3051,-263.514587
3063,-278.683228
3076,-259.157654
3088,-245.118607
3101,-254.639328
3113,-254.639328
3126,-262.385010
3138,-265.773743
3151,-256.737122
3163,-273.035339
3176,-270.130707
3188,-246.248184
3201,-253.509750
3213,-244.150391
3226,-261.094086
3238,-281.426483
3251,-260.771332
