13,-75.520409
26,-66.645149
38,-69.227043
51,-79.554619
63,-80.845566
76,-80.200096
88,-86.332092
101,-96.175568
113,-77.779572
126,-83.911568
138,-83.911568
151,-84.879776
163,-65.999672
176,-62.610939
188,-73.583992
201,-75.036308
213,-53.412941
226,-62.933678
238,-74.552200
251,-80.845566
263,-98.757462
276,-93.916412
288,-94.884621
301,-83.104729
313,-91.657249
326,-88.591255
338,-80.684196
351,-73.422623
363,-81.168304
376,-67.129257
388,-67.129257
401,-78.102303
413,-72.777145
426,-86.493462
438,-82.297882
451,-76.811356
463,-82.459251
476,-68.420204
488,-71.970306
501,-72.777145
513,-81.006935
526,-64.063255
538,-88.268517
551,-91.011780
563,-68.258835
576,-81.652412
588,-88.107147
601,-80.038727
613,-80.038727
626,-61.319992
638,-61.319992
651,-66.806519
663,-87.138939
676,-99.402931
688,-89.075356
701,-80.684196
713,-86.332092
726,-74.068092
738,-70.195251
751,-67.129257
763,-71.163467
776,-66.322411
788,-65.838310
801,-69.388412
813,-90.689041
826,-86.332092
838,-84.395676
851,-76.327255
863,-65.192833
876,-65.192833
888,-89.882202
901,-84.879776
913,-84.234306
926,-90.366302
938,-66.645149
951,-75.843147
963,-81.006935
976,-75.359039
988,-77.295464
1001,-75.681778
1013,-87.784409
1026,-91.011780
1038,-74.874939
1051,-87.945778
1063,-97.305145
1076,-88.107147
1088,-69.227043
1101,-76.165886
1113,-76.165886
1126,-79.877357
1138,-94.239143
1151,-92.464096
1163,-82.297882
1176,-86.493462
1188,-87.945778
1201,-89.559464
1213,-81.168304
1226,-96.175568
1238,-99.887039
1251,-94.239143
1263,-81.813782
1276,-90.204933
1288,-84.234306
1301,-78.425041
1313,-80.038727
1326,-82.136513
1338,-80.522835
1351,-92.464096
1363,-92.464096
1376,-94.884621
1388,-91.495880
1401,-97.950615
1413,-94.400513
1426,-91.334511
1438,-57.931255
1451,34.210102
1463,81.006935
1476,44.699047
1488,15.814102
1501,7.261579
1513,17.589155
1526,-5.002420
1538,-21.139261
1551,20.977892
1563,102.791672
1576,191.221558
1588,210.908493
1601,224.463440
1613,224.463440
1626,296.272369
1638,349.523956
1651,388.897858
1663,447.797302
1676,541.229614
1688,659.028564
1701,792.964294
1713,968.533142
1726,1233.822754
1738,1795.546143
1751,2788.768799
1763,4917.379395
1776,8359.690430
1788,12452.637695
1801,17094.722656
1813,22179.119141
1826,27240.599609
1838,32057.769531
1851,36532.191406
1863,36532.191406
1876,40211.230469
1888,42635.628906
1901,44222.687500
1913,45378.246094
1926,46834.757812
1938,48734.710937
1951,51694.367187
1963,55893.335937
1976,61497.335937
1988,67781.828125
2001,73524.445313
2013,77148.453125
2026,75380.828125
2038,64117.152344
